"","season","PlotID","Source","ElapsedTimeSinceUnewRunoffStarted_Minutes","data","proxy","detection level","method","detection frequency","type of mictobes","analysis type","amended field","names of microbes"
"3158","B","209","C","30","3.2","3.2","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3159","B","209","C","60","4.4","4.4","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3162","B","307","C","30","1.2","1.2","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3163","B","307","C","60","12","12","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3170","B","503","C","30","0.057","0.057","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3171","B","503","C","60","0.165","0.165","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3180","B","403","C","30","0.08","0.08","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3181","B","403","C","60","0.215","0.215","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3182","B","409","C","30","0.123","0.123","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","1","Crypto"
"3183","B","409","C","60","0.033","0.0165","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","1","Crypto"
"4580","C","409","C","30","0.2","0.1","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","0","Crypto"
"4581","C","409","C","60","0.286","0.143","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","0","Crypto"
"4583","C","503","C","30","0.154","0.077","BDL","Crypto_OocystsPer100ml","0","parasiticpathogens","culturable","0","Crypto"
"4587","C","109","C","30","1660","1660","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4588","C","109","C","60","1920","1920","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4594","C","205","C","30","2740","2740","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4595","C","205","C","60","2420","2420","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4597","C","307","C","30","0.171","0.171","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4598","C","307","C","60","0.086","0.086","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4602","C","403","C","30","0.159","0.159","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4603","C","403","C","60","0.329","0.329","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4612","C","412","C","30","41.143","41.143","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4613","C","412","C","60","584.615","584.615","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"4616","C","503","C","60","0.091","0.091","WR","Crypto_OocystsPer100ml","1","parasiticpathogens","culturable","0","Crypto"
"413","A","107","C","30","0.41","0.205","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"414","A","107","C","60","0.42","0.42","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"415","A","109","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"416","A","109","C","60","3","3","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"417","A","110","C","60","21","21","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"418","A","110","C","60","3.6","3.6","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"425","A","205","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"426","A","205","C","60","6","6","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"427","A","209","C","30","0.41","0.205","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"428","A","209","C","60","0.41","0.205","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"430","A","307","C","30","0.41","0.205","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"431","A","307","C","60","0.42","0.42","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"438","A","403","C","30","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"439","A","403","C","60","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"446","A","409","C","30","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"447","A","409","C","60","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"451","A","412","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"456","A","503","C","30","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"457","A","503","C","60","0.32","0.16","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"1668","D","107","C","30","210","210","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1669","D","107","C","60","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1670","D","109","C","30","5200","5200","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1671","D","109","C","60","36000","36000","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1680","D","205","C","30","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1681","D","205","C","60","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1682","D","209","C","30","1100","1100","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"1683","D","209","C","60","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1686","D","307","C","30","19","19","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1687","D","307","C","60","12","12","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1700","D","409","C","60","12","12","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1704","D","412","C","30","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1705","D","412","C","60","1100","1100","TNTC","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"1710","D","503","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"1711","D","503","C","60","6","6","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","1","EColi0157"
"3186","B","109","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3187","B","109","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3194","B","205","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3195","B","205","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3208","B","412","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3209","B","412","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3210","B","107","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3211","B","107","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3218","B","209","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3219","B","209","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3222","B","307","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3223","B","307","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3230","B","503","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3231","B","503","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3240","B","403","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3241","B","403","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3242","B","409","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"3243","B","409","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","1","EColi0157"
"4673","C","107","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4674","C","107","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4675","C","109","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4683","C","205","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4684","C","205","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4685","C","209","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4688","C","307","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4695","C","403","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4706","C","412","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4707","C","412","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4712","C","503","C","30","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4713","C","503","C","60","3","1.5","BDL","EColi0157Culturable_MPNPer100ml","0","bacteriapathogens","culturable","0","EColi0157"
"4718","C","109","C","60","9.3","9.3","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"4720","C","209","C","30","3","3","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"4721","C","307","C","60","1500","1500","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"4722","C","403","C","30","3","3","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"4723","C","409","C","30","6.2","6.2","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"4724","C","409","C","60","6.2","6.2","WR","EColi0157Culturable_MPNPer100ml","1","bacteriapathogens","culturable","0","EColi0157"
"480","A","107","C","10","1986300","1986300","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"481","A","107","C","20","1732900","1732900","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"482","A","107","C","30","1299700","1299700","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"483","A","107","C","5","2419600","2419600","TNTC","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"484","A","107","C","60","920800","920800","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"485","A","107","C","60","920800","920800","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"492","A","109","C","10","241960","241960","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"493","A","109","C","20","32641.3","32641.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"494","A","109","C","30","141360","141360","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"495","A","109","C","5","1827.8","1827.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"496","A","109","C","60","123399.6","123399.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"497","A","110","C","10","129970","129970","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"498","A","110","C","20","65996.2","65996.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"499","A","110","C","30","101120","101120","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"500","A","110","C","5","125586.4","125586.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"501","A","110","C","60","173290","173290","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"502","A","110","C","60","241960","241960","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"539","A","205","C","10","108305","108305","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"540","A","205","C","20","86675","86675","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"541","A","205","C","30","85035","85035","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"542","A","205","C","5","162060","162060","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"543","A","205","C","60","40730","40730","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"544","A","205","C","60","45410","45410","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"551","A","209","C","10","1110","1110","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"552","A","209","C","20","980","980","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"553","A","209","C","30","1660","1660","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"554","A","209","C","5","680","680","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"555","A","209","C","60","1155","1155","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"556","A","209","C","60","520","520","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"563","A","307","C","10","1730","1730","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"564","A","307","C","20","760","760","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"565","A","307","C","30","3870","3870","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"566","A","307","C","5","1053.333333","1053.333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"567","A","307","C","60","310","310","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"568","A","307","C","60","2040","2040","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"587","A","403","C","10","26365","26365","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"588","A","403","C","20","23095","23095","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
